Left Shoulder
399.5959 206.1563
395.1959 214.0234
503.3633 291.2813
180.8000 276.7656
216.6531 255.2188
282.0857 248.5000
246.3102 176.0469
198.9184 193.0703
183.6408 219.8281
188.2000 201.2852
213.5918 199.7188
169.6082 305.8281
184.7755 294.5000
180.2571 301.2578
172.2857 311.4414
300.3714 207.0078
87.0531 361.7930
85.8939 363.1719
71.8367 359.5625
366.4898 220.9258
369.1306 221.5508
384.5796 394.8906
115.4204 378.4141
138.5674 354.2734
285.3551 381.4453
138.4898 345.4375
467.1021 314.2109
418.0367 257.1836
404.7429 298.9805
315.7388 268.6328
425.6612 248.9063
337.6531 269.9102
53.5388 181.9141
366.1877 178.1719
400.1633 183.8594
438.8327 204.0781
265.4000 197.8008
303.4694 187.2813
316.0980 181.6641
572.0449 215.5469
601.4694 164.5156
426.6531 203.5781
298.0286 214.4063
311.1714 221.1133
294.6163 222.7344
271.4449 215.8516
266.3755 232.5508
260.8123 184.5039
197.0612 203.2891
155.9510 207.9414
274.6000 213.7891
282.5755 220.0898
268.1225 224.3008
518.9429 174.5547
508.7510 164.5469
528.5878 158.6094
536.4327 156.9844
555.2368 156.5273
614.1837 153.0234
619.2286 155.3281
606.0000 157.6211
605.0735 160.6563
606.4163 166.6875
605.6000 167.5781
630.1551 166.6836
631.5714 167.8125
339.5918 186.5938
410.6939 215.6719
410.9225 220.5625
424.0204 225.4063
411.1918 218.9531
400.8776 223.1406
398.8979 229.4023
397.7755 220.5469
389.0286 216.8125
392.7755 208.1211
378.9020 213.5313
350.3551 214.3281
345.3470 212.1914
334.2000 211.0000
307.1224 207.7422
310.3428 198.2500
317.6449 208.4844
313.6327 211.4063
272.8123 209.9688
268.3796 215.0195
261.2367 208.1250
542.0408 214.1484
534.3878 209.1094
542.7795 217.0859
519.4653 206.8438
558.9183 270.4102
328.4980 265.0313
324.4000 264.0000
297.2939 217.3359
177.7714 196.9492
122.5429 175.8906
562.5755 148.8203
577.2122 191.5703
544.0817 218.7344
559.7143 246.8008
313.9388 218.8828
455.2000 156.6172
450.8898 200.0000
443.4898 171.3750
445.9592 212.9766
423.3428 211.7344
449.8163 183.2227
414.0653 172.5156
403.4490 176.1406
397.2653 174.4609
393.7959 168.8086
397.6000 176.5703
436.2857 228.2969
475.5714 299.4023
515.7347 299.5859
243.8571 240.4219
185.6122 169.2656
269.4449 248.1016
345.4898 264.8672
246.9510 176.9883
284.5347 171.1016
318.8000 203.7813
316.6612 188.4219
514.7143 279.3125
452.8163 254.3438
456.1429 238.6250
456.5061 228.5195
565.5388 233.2500
585.4694 242.3203
380.6000 151.9922
384.1102 168.6328
373.6000 157.5313
390.9388 152.3984
383.4775 152.2500
406.0204 136.9688
388.1183 133.9375
429.2653 180.0938
389.5674 272.1406
560.0653 174.5078
563.8857 173.4297
610.3265 134.1719
211.6776 168.2227
214.9551 155.1250
323.5306 207.0938
674.0816 283.5000
608.6367 168.4141
387.5265 257.7461
554.4000 183.8281
388.3347 218.6250
577.0000 189.8711
606.9061 215.6641
638.4122 212.6250
413.3673 240.1250
317.6571 233.0938
499.1429 210.9688
600.5714 176.4297
598.6531 227.5625
567.9183 230.3984
333.6735 266.8672
215.8082 196.2422
177.5102 201.5938
115.2857 227.4063
258.2041 181.6094
367.5102 190.2578
172.2204 235.2969
166.0000 158.0000
288.4041 210.1563
294.2612 206.0586
300.4572 207.3125
297.9592 209.7500
306.2979 207.3633
326.3428 230.0078
302.8571 168.7969
170.0816 187.4805
556.2081 173.7813
557.1837 185.0938
555.8204 158.0859
273.2449 166.4688
526.0939 186.0469
110.6122 196.4609
110.5306 199.5938
104.4286 197.3320
93.7347 213.6328
423.2816 222.5000
81.5184 222.8047
615.9796 256.8672
457.8776 207.9727
466.2980 212.0859
350.2000 186.1797
380.9674 206.9141
416.2653 209.7891
245.7143 173.7734
389.0571 215.9375
169.7020 245.2500
203.7469 251.6875
343.8367 175.9844
569.8326 235.6875
516.0000 227.4180
483.3673 241.2031
599.6367 210.5430
186.0653 185.9922
214.0490 174.1563
213.4653 160.1563
295.3265 170.1328
290.2898 184.1445
299.3061 188.4375
423.3184 186.2500
418.5877 197.4688
420.9510 204.2148
468.6204 211.8906
445.6286 234.7734
99.0082 173.6680
110.0939 193.0000
454.8000 233.3672
505.0449 144.1563
515.6000 166.4219
518.6082 161.5313
321.0612 209.6875
323.2245 204.1328
406.8612 193.2656
502.3306 249.2500
573.5755 175.9063
210.3306 176.7188
219.9347 184.5781
247.8817 215.5352
505.8326 302.0547
452.8367 271.6016
511.6735 127.0313
522.9796 110.5391
559.4286 111.9844
114.6122 216.9688
488.6735 188.7813
533.3673 177.2070
491.0327 185.3828
489.3184 200.2227
492.8735 181.3438
487.5102 193.8047
483.3020 207.8711
522.0898 197.1094
520.1021 191.7500
530.0286 198.0156
534.4000 187.6484
424.9633 188.8203
501.5714 187.4453
440.2857 177.0469
435.4286 186.3438
449.2000 169.7500
454.1469 169.5938
524.2000 213.5938
563.9592 214.9883
178.0694 174.0625
182.7469 174.2500
253.6408 188.3867
320.0000 267.5391
448.5510 202.8281
434.5510 193.8047
428.9837 259.0313
494.5428 220.3789
503.8816 233.9297
509.7959 215.9922
146.2245 152.0391
74.8000 193.3281
405.7959 222.0859
402.4612 238.1094
472.9837 258.3438
622.7959 367.2461
181.3265 187.5898
261.8612 217.5625
506.7469 223.2109
322.1918 223.2969
318.0000 249.0625
337.4000 218.8320
340.1021 213.6016
345.0245 196.5430
650.1428 143.0273
591.1143 261.9688
606.7837 256.3125
608.5347 124.6328
488.8449 201.0625
493.6204 228.4883
502.9551 237.2500
513.6327 238.0781
552.6000 217.3750
588.6735 256.0859
571.9673 219.3008
336.4898 349.8672
303.0816 203.8164
448.4326 193.1211
312.4490 174.5938
326.7143 217.3984
376.9306 202.3438
338.1510 285.9922
483.9796 165.2813
481.7796 179.2500
604.8163 157.9453
436.7347 163.9922
423.0612 164.8633
610.6122 163.6328
603.3429 173.9688
420.8163 167.3281
445.4775 182.6758
593.6857 189.1133
448.8571 171.2656
465.5510 166.2188
400.3224 197.3359
435.9551 195.4609
124.9265 140.5547
355.6735 153.6914
555.1021 163.6250
547.4857 168.1250
404.3755 266.5820
402.2286 261.8789
225.8408 180.5742
218.4122 170.0625
219.8367 170.6719
267.1837 172.0625
130.4000 274.9805
458.6776 266.9141
242.8939 191.7500
247.8286 198.6523
250.5143 188.3633
260.0408 203.6328
321.7714 205.1016
494.0449 141.5703
419.3837 237.0000
422.7347 232.5391
446.2612 243.2344
431.2898 234.1680
700.0939 220.8477
213.6857 180.7578
497.3429 135.0703
492.1429 140.9375
479.8979 139.4297
487.3184 141.9219
410.8694 311.5391
513.0571 187.2500
501.4286 184.8750
494.8245 183.1484
497.7143 177.7539
545.0286 241.3945
530.8735 178.8359
359.9796 214.9883
314.0735 218.6484
293.3674 230.1797
296.8000 220.0547
242.1510 221.9141
247.0857 228.8789
257.2857 223.2344
257.8204 246.7500
534.0571 204.6328
300.6571 230.9648
428.5510 226.2656
415.9184 195.7500
426.6939 220.5391
430.8000 206.2344
415.2857 197.3281
418.6327 223.5234
418.5470 213.4688
416.3673 207.3398
420.3878 214.0234
419.9469 208.5391
307.7225 184.1484
394.8000 180.1484
316.5837 206.4805
317.8776 207.8750
329.5102 210.3203
324.2000 211.1172
350.8408 169.5000
348.0204 162.6328
380.8000 163.8281
372.3388 163.7500
379.2000 177.2969
387.7755 182.3438
140.5020 218.4414
555.4898 261.8750
558.2000 255.6055
570.6613 250.8594
633.4857 252.6758
652.0939 266.7188
538.6776 218.7617
530.4898 210.6016
537.7510 215.7188
545.7714 220.7500
550.5714 221.9023
547.9429 215.3398
326.2000 216.2500
333.7469 226.1797
332.5510 209.5859
334.0286 220.1875
283.1714 219.9023
273.5306 212.1719
288.1877 225.0703
282.8163 225.5508
275.1265 219.2656
276.7143 216.3516
323.4286 206.0469
324.0612 210.5547
532.7633 186.6563
540.8572 170.5938
535.4082 170.2109
337.4367 228.6367
334.4735 215.9219
314.2857 175.3750
553.6000 219.0313
556.0612 224.5938
280.9061 206.4844
619.3224 300.5156
606.1510 297.3281
286.4612 238.8242
464.9184 239.5352
321.5306 224.3125
367.4000 239.8438
498.5265 238.7773
503.6612 247.9297
336.7959 228.7344
322.4286 220.8828
331.2612 232.3750
505.4041 259.9609
317.1184 243.7656
309.6776 241.2148
493.6000 251.8594
655.9633 220.5547
655.2449 215.7969
664.5143 227.2031
656.9347 215.8438
449.8776 201.3438
445.3265 201.8398
441.0490 201.7656
444.4082 199.2500
443.7714 192.9922
438.8368 202.2813
452.4694 187.3906
451.1184 192.8281
445.2245 207.9453
443.6694 205.2813
449.8857 201.5625
446.8735 202.7188
448.3878 201.7617
438.2531 200.1992
444.2490 198.3906
439.9674 201.3125
434.3061 198.4766
445.3184 206.4063
450.3469 196.7188
441.4694 205.0859
445.7551 199.8438
447.4081 191.5469
448.9633 194.2656
456.2082 197.4844
454.9347 206.9531
436.1592 189.1875
446.5306 191.3789
451.6612 183.8906
445.6980 195.6055
449.3326 200.7539
439.2245 184.6563
437.7306 178.4961
438.7714 194.5898
435.0735 192.7188
432.6776 208.3516
404.3143 167.0313
353.0816 237.5898
327.2000 236.8281
428.7021 197.9219
419.7021 187.4297
426.0286 196.9141
418.9796 187.8633
426.4490 176.7891
417.1225 192.1250
429.9388 198.9375
434.7143 192.5781
431.5102 189.2422
433.3878 193.6797
423.7347 194.2500
436.2286 188.5938
439.0939 200.9141
436.9184 205.4766
421.3061 194.8711
432.1429 207.0938
435.0490 204.7695
435.7347 203.2500
435.4612 203.2227
441.5428 201.6641
439.2000 194.7383
427.6530 184.3242
428.8857 194.1602
426.0816 195.4492
639.0857 210.6094
642.8123 208.5469
643.3673 220.4063
641.3551 210.7344
647.1796 222.0234
646.5388 237.1484
662.9796 224.5391
445.7184 207.0703
439.9184 200.1250
444.8163 201.5547
447.2163 211.9844
240.8531 213.2188
245.9796 203.1563
257.3388 215.0781
285.7878 227.0938
290.9143 230.5625
231.6245 237.2344
173.0816 238.6953
386.6000 198.3594
393.2286 211.5273
394.4204 210.2813
402.6531 212.1055
398.0123 224.6953
406.5265 223.9922
397.6857 208.4297
392.8776 216.1953
384.1429 223.7500
432.5755 267.5078
437.0857 262.4688
416.6612 263.4688
438.0816 252.6016
438.6857 266.0469
435.6490 241.7813
431.6857 261.0469
128.7306 145.2266
129.6694 144.5625
432.9388 254.1641
433.2857 255.6758
429.8123 250.1328
443.7184 238.6250
445.7143 240.4609
449.9143 237.7109
440.6286 229.4688
445.3878 228.8203
416.6531 178.8086
421.2122 182.1523
414.3306 180.9688
434.4572 217.8125
308.6286 209.1250
439.4286 267.6563
312.0000 239.5469
377.0122 253.4063
352.9633 282.8672
503.4082 311.8359
551.2041 333.1836
531.1347 362.0977
497.1143 229.9922
496.2082 191.8125
485.6204 191.4531
192.7796 224.7031
190.0000 227.7188
232.5347 210.2188
235.5143 209.9688
251.7102 209.8672
634.7266 234.0938
251.0367 210.8750
522.5225 242.8516
455.9714 232.3125
474.3959 206.2891
468.2245 193.7148
478.1306 204.5781
537.3265 199.8672
530.5306 209.7266
236.7020 229.9844
465.6776 197.8359
603.0612 184.8438
162.4898 263.3242
342.1469 250.9531
334.0816 250.1719
326.2122 226.1172
341.8408 229.8242
350.8000 234.9844
382.5347 246.5938
330.8612 234.0469
386.7878 238.4063
500.4898 275.3242
561.6327 230.6875
559.2123 241.9688
570.0408 264.4570
410.6326 243.0625
390.4612 258.6094
405.7796 259.0000
240.5633 200.3125
253.6327 196.7344
309.6000 218.7070
391.5306 230.0508
410.3673 236.1250
558.4449 299.8750
646.4204 283.2695
567.0817 224.5000
566.9878 226.8945
551.7714 227.7344
452.5796 238.6563
621.8776 278.0000
416.0367 179.8125
551.8286 167.5547
525.2122 199.1055
233.8776 234.0625
371.0816 185.8828
453.2776 183.4375
548.9469 256.6484
428.5184 238.0391
422.6857 168.6875
424.5878 165.7031
347.6041 138.7969
339.1102 134.6328
344.8776 148.0313
351.9592 149.5156
335.3062 155.2500
335.5225 152.5977
609.6653 135.5313
307.4163 272.5547
276.8367 190.1094
487.1388 223.6016
489.3551 221.5703
485.0571 223.4688
366.8204 160.7578
406.8776 179.0664
419.5102 199.8594
411.5755 214.2344
599.9796 250.9609
671.7347 186.1875
362.8857 178.4063
363.0000 181.3633
351.5388 180.5000
556.0612 190.7344
220.9633 224.9375
211.9224 228.2656
228.8612 223.5156
256.7755 216.5000
277.6000 215.8047
533.0857 226.4922
554.2245 229.3008
571.4898 212.5234
407.9469 245.6875
432.9877 245.8672
541.7306 199.1172
443.8000 239.3516
556.1837 207.4531
526.5714 212.2656
548.8979 207.8438
528.3102 195.5820
257.1429 189.9688
258.8571 200.0078
263.0081 203.3359
277.3061 199.3789
287.0571 204.5313
291.8571 204.6484
295.1021 205.7539
294.6816 196.7227
556.9714 193.8359
299.2000 201.1953
296.1674 201.4375
296.8163 198.6250
295.3878 200.6484
294.8776 201.0625
570.2980 207.3906
427.7469 160.0313
527.4653 154.3047
540.8326 165.2969
578.8572 186.5078
247.9551 148.3555
265.6041 141.7813
511.4081 172.5938
517.2123 169.9688
500.7551 185.5938
465.8367 161.9844
585.2490 193.7969
330.8694 204.7969
343.6612 210.7656
317.3510 211.0352
546.2816 230.3125
534.1633 236.5469
553.7796 235.8281
547.9143 234.7422
532.0327 244.0469
533.1346 250.1680
535.3551 237.1719
305.1224 271.4766
294.0000 259.4727
647.3592 181.6797
578.7837 179.8867
522.6776 170.4883
319.9959 187.9023
608.4286 202.4063
296.7959 191.5000
596.6531 212.4219
288.8694 188.8125
268.1429 183.0117
243.4286 172.6016
225.4286 172.0625
485.9959 209.9688
593.9143 209.7656
585.6939 208.5469
583.9592 209.5469
313.4490 209.7148
235.2041 177.5938
242.7592 192.7656
589.8857 213.1211
560.1796 223.4219
340.4572 220.3125
342.6082 219.1875
545.1388 213.2578
546.2245 208.1406
570.2000 208.8945
544.4408 190.4258
373.6939 187.9688
534.4857 161.8008
513.2204 158.7969
476.6163 176.2070
413.7224 201.4531
436.8367 211.3047
433.7551 233.8516
431.7429 240.1563
469.3143 244.1328
254.7143 159.1328
230.2857 180.2500
317.4572 182.2969
310.8735 179.8281
643.5714 300.6406
353.4612 158.4922
255.9918 211.2344
292.8367 204.4609
277.5796 209.8750
427.8367 166.6094
426.2857 160.7695
287.8286 216.0391
476.6530 173.9531
476.9429 160.3906
293.9143 222.8047
322.6980 235.8477
323.8571 239.6797
491.1102 175.5625
348.2857 253.0273
520.7143 187.4570
343.7143 262.1250
276.6735 191.5273
322.8979 201.2813
352.6898 267.6992
342.2816 263.4492
324.5714 244.6602
201.9102 229.0547
224.6449 225.5000
298.0000 246.4844
282.5265 239.5313
291.8286 237.8281
329.6694 241.6641
336.5510 318.4531
201.0245 270.4570
216.0408 277.6563
209.6000 284.4219
259.0245 178.2813
259.0898 168.5703
273.1469 156.6719
248.8449 272.4883
225.4122 250.9844
151.8163 235.5078
84.3510 226.6992
371.1021 255.0781
319.8817 208.6328
338.7796 209.8008
387.1224 212.8555
385.8286 218.8789
436.0122 250.3750
483.2857 245.1406
498.3184 221.6719
372.0163 258.2539
342.8000 217.8789
315.6735 243.8750
314.6612 235.4609
499.5796 234.5430
490.0939 233.0391
454.9837 259.1563
328.7306 243.9414
312.6122 226.8125
313.8571 223.1094
314.5755 218.9336
165.2571 203.8789
310.0775 223.5078
174.2490 212.1875
309.9265 218.5625
464.9510 189.1563
316.9306 178.1094
327.6000 176.0781
475.7143 189.7344
482.2449 195.0469
489.1429 176.3711
328.9347 182.5000
490.1429 185.5625
266.7551 195.5508
499.7918 317.3750
600.2531 192.1875
643.3633 198.9922
652.4286 181.9844
263.5306 185.4102
222.0612 206.3828
349.3143 176.9766
403.5020 164.7773
469.1877 173.4063
457.8571 172.1094
202.3143 191.6953
580.8572 172.4219
579.3878 169.7813
588.8368 180.4922
209.1714 199.9102
341.7143 240.9102
349.7347 224.7188
264.6163 155.6211
267.8000 145.4883
248.1429 149.8867
242.9225 149.9688
246.2286 158.1875
243.0000 147.5703
498.4572 284.3125
585.4326 301.7266
580.8776 152.3125
580.6531 179.4219
575.5592 175.4258
278.0571 185.0156
315.6000 200.4688
321.6000 217.9922
538.7714 167.3906
218.0816 178.7305
304.7755 209.2422
305.6122 189.4688
312.6204 194.7188
591.3878 267.2813
548.0204 223.9375
545.8857 220.2813
538.1184 227.1094
549.4490 231.4453
355.4490 281.2969
352.7551 255.9375
340.4939 240.0547
342.6898 246.3906
351.1633 211.5664
352.6000 211.9297
348.5225 200.7500
368.3470 189.4609
368.5714 194.0156
251.0204 269.7813
216.7388 289.3125
164.3102 284.0469
417.8979 204.9492
422.1020 185.7500
320.2857 190.7344
371.0857 153.6875
641.2612 126.3828
636.2245 130.9844
646.8939 140.1875
135.1633 157.3438
148.8775 133.3438
38.7429 158.3398
126.8980 135.3086
466.5796 284.0234
379.9469 225.7500
404.7429 247.8945
622.4327 217.4375
154.9837 169.0469
523.6000 165.2344
353.9633 205.5781
360.8694 252.6016
370.5469 232.8828
107.4286 204.2344
369.7061 201.9688
426.7429 265.9688
302.3714 215.3516
123.4286 210.0742
412.2653 191.5273
422.7959 188.9414
336.2735 148.5859
331.0408 141.8086
324.8000 121.3203
318.8612 113.5078
320.6000 118.2656
319.0694 110.0469
140.0081 229.1602
143.2286 174.9531
272.7551 150.6250
281.5918 152.8906
287.4286 149.1563
280.8612 150.6211
269.8694 150.7148
252.2327 151.3438
612.4000 178.6250
611.6122 188.3359
604.0735 196.3047
622.7224 202.7813
620.0980 195.5234
608.4000 186.2188
597.2000 177.2578
614.3102 210.9922
669.1143 177.5664
563.1714 175.6680
409.4612 248.5547
369.2245 95.7383
375.8000 94.5820
378.4490 97.8516
375.4490 99.3750
368.3714 97.4688
365.8449 95.5625
544.0612 152.8906
544.2245 150.9453
545.7796 152.2813
370.6000 97.9648
383.0490 103.0313
377.9673 99.1992
369.3714 97.7500
501.6939 234.3750
493.5306 228.6328
382.8000 112.8125
385.5102 106.5430
382.4081 109.5703
382.6939 109.9922
499.0082 217.1563
393.7143 110.3516
314.7673 202.5234
572.8367 287.6094
376.1184 200.2617
374.9755 200.9805
371.9470 196.4297
378.6735 197.3906
381.9020 189.8828
387.2571 200.5586
387.4286 213.3125
302.2245 190.9219
301.1837 201.6875
294.7755 200.1406
298.0612 197.1836
306.6163 227.8750
309.7143 228.0391
305.8082 214.3164
351.4286 246.7344
324.6531 212.6211
623.1428 339.2109
480.6327 158.8906
507.2653 169.3594
503.2122 163.3125
119.5020 132.2188
402.9877 159.9141
602.5714 273.4297
603.9796 272.9648
617.7102 282.4609
594.6285 269.7344
603.2694 270.0156
582.3062 274.2891
587.0939 268.3672
631.3469 279.8047
177.5714 208.5938
309.6000 220.3047
462.9796 220.8906
410.2653 185.3008
378.1429 181.0078
352.1021 189.1484
276.1429 133.4141
416.2000 248.4375
268.2898 130.1797
414.9551 250.9453
328.0204 187.4141
288.9673 134.2188
644.4000 216.3984
615.3837 202.6875
604.8776 201.1250
607.7143 180.2891
594.5837 181.6484
584.2000 174.1719
567.7510 174.0781
563.8367 177.5547
421.0245 244.4375
428.5306 250.6875
453.0694 246.6875
452.4326 234.7344
475.5510 237.6328
207.6980 348.8438
586.2041 183.3320
590.5061 187.0078
595.3224 202.1875
602.2000 200.8516
597.0408 204.9375
609.4000 211.5781
611.5674 218.5469
624.7715 242.8984
357.4898 245.3008
343.3673 257.5859
460.2857 359.4609
443.7551 342.7930
618.7551 245.3281
631.9469 254.6563
638.6735 247.7578
650.0735 253.6250
615.3469 261.5449
447.4367 155.5156
424.4776 159.7266
428.6041 161.0234
444.5429 165.9570
270.0000 147.4531
436.5266 260.8750
415.8000 246.7969
417.8000 247.7344
390.1837 233.4219
427.4816 234.0039
423.3755 245.1445
420.0857 208.2305
422.9714 219.2578
420.3102 217.6563
417.6571 224.5703
416.9959 215.4141
427.1755 218.9375
422.8326 214.1953
330.0816 268.7578
317.9388 256.2188
396.1959 173.6172
407.3061 171.0625
322.9388 187.4375
335.1592 199.2266
182.9592 191.5117
407.7388 190.0781
469.0408 198.5273
464.1021 203.8320
448.7347 188.9297
418.6000 209.8125
498.8000 175.5781
439.4449 231.4961
440.8817 166.1641
443.6531 167.5313
433.1714 154.5156
428.8612 155.6016
426.8041 163.9609
423.4816 164.1094
299.2653 151.8750
295.9633 154.5234
290.0122 154.5859
411.0857 153.4727
432.0571 156.4688
299.2000 149.1016
298.1021 150.2188
300.1306 149.7539
299.6000 152.7109
303.0000 157.4258
321.9592 173.2266
317.8000 173.7539
363.8776 168.4688
368.2082 179.1875
424.9551 198.5938
472.2490 177.3711
365.5919 246.5469
583.5592 144.7695
605.5755 146.7539
620.2041 152.2500
621.3673 170.2148
602.0408 154.6016
201.6735 165.2969
358.4939 185.7422
661.8123 273.6992
654.8572 277.1914
352.7347 157.0000
353.1429 171.9023
455.8979 179.0898
408.9184 159.4844
375.5469 160.2266
364.3510 155.7148
377.2816 178.0898
387.6694 165.2070
409.4286 154.8125
545.6939 298.3047
253.0939 246.9844
241.0816 254.2109
186.5347 238.5313
375.4531 182.3203
508.3061 220.4531
331.7878 225.8633
385.1224 185.9023
390.4898 176.3047
336.7347 207.7656
390.0000 113.6094
385.5265 110.2969
362.6327 104.2773
288.5674 213.0195
322.5102 215.1094
324.4694 188.6289
327.6286 213.0234
342.8775 214.6055
363.1755 215.2813
348.3470 211.2109
361.9102 248.7500
350.7429 232.5938
339.9306 224.1094
341.4694 216.3203
355.1918 202.7383
353.8857 215.5391
366.5428 217.9805
363.7265 211.8008
363.6694 235.0078
437.5143 216.5430
452.1143 223.6172
390.6490 218.1016
338.2612 213.6094
272.9265 237.1641
236.8123 228.7813
234.1714 230.8203
222.2449 203.4258
463.5551 222.6523
679.8572 235.6953
420.8612 218.4922
703.9225 234.0938
676.6285 234.6992
682.6531 231.2188
360.4898 253.5938
434.5225 209.6875
625.6285 262.4805
621.0367 254.5000
347.5020 240.8906
496.5714 175.4375
373.8571 209.7344
356.3551 201.4336
413.2408 211.9531
352.1224 215.6094
509.6367 177.0078
377.2776 204.5000
339.3878 194.3359
380.8571 180.0039
479.2857 147.6016
462.9959 125.5234
350.0490 155.3984
420.3347 143.1953
472.9796 138.2188
636.2041 254.8125
333.1225 250.1250
333.2000 267.1641
332.6327 279.9609
327.7959 251.4375
316.7674 228.8672
384.9714 230.9453
547.2612 284.5000
485.0530 275.2656
281.8939 210.3008
477.1837 160.2813
612.3469 219.5781
520.3143 188.0000
317.3592 194.8828
317.7021 189.8438
479.4857 166.8164
386.7429 199.8789
378.0245 103.4688
426.9102 173.9063
452.8857 209.7305
369.2245 214.7109
368.0857 224.0430
365.1224 226.6641
369.6653 223.0391
369.0204 223.6094
365.7429 231.2813
520.7959 159.3750
523.6000 153.3828
534.3143 145.8047
548.6449 146.6797
543.8326 134.6406
301.2735 124.0547
241.7755 156.6328
221.5714 154.8047
240.2571 168.6797
217.1755 163.4219
211.6653 165.9023
227.1592 163.4219
223.5633 154.9375
167.7265 137.6875
281.4490 325.2969
423.2612 128.4844
392.4939 294.7305
316.0041 227.1563
498.1021 280.1563
380.5102 237.6523
528.9959 273.5859
360.2735 210.7891
153.3796 281.3594
165.0286 252.4922
568.6163 153.0508
532.4694 175.0742
344.6286 141.2500
488.9306 179.3398
346.5388 356.7344
362.7347 194.9688
366.6327 207.6875
367.8245 185.4258
387.8041 191.8359
435.7469 208.3438
462.6000 201.7734
533.8654 206.0703
608.4531 202.6055
624.9183 191.7031
626.4612 219.3438
319.2898 181.2461
390.9020 223.9063
383.7429 222.3125
376.9837 206.5430
383.2041 209.3750
376.4000 201.6875
383.9469 203.5352
392.7959 218.3594
571.2000 230.9531
570.7551 223.8047
570.2898 231.0781
430.0612 201.5859
424.8286 214.9727
409.3878 202.0938
398.7632 206.0859
532.8816 202.1094
566.5266 224.1094
559.0408 225.3125
544.0122 229.1250
532.2653 199.3125
546.8245 181.3555
500.5673 197.7500
415.8286 226.6523
423.3388 225.3984
429.0612 238.3203
426.2000 239.8438
288.2449 179.7969
289.1306 196.3750
478.2000 224.4883
418.6082 173.6094
353.0204 176.1563
342.0939 178.1016
382.6041 206.2813
370.7755 194.4219
326.7755 197.3945
327.7143 186.9570
331.2286 187.5039
537.8204 243.0313
585.0817 316.3750
337.8531 260.2891
213.7755 256.8242
475.0572 153.5625
471.0082 158.3750
518.8000 154.2500
526.1388 152.8672
510.2368 150.0313
514.1428 143.5273
523.3469 145.8203
508.3673 160.5664
620.4572 108.5547
654.3592 268.6914
395.9265 99.5313
426.2857 116.0313
416.4653 113.3555
545.2368 248.5781
571.4286 245.0352
424.3469 128.0273
572.0653 246.9375
422.4286 130.6250
417.8776 123.1250
538.7919 295.1094
522.9020 196.4102
539.3469 204.3281
518.9143 234.5156
571.6000 230.1719
598.8082 237.9453
440.7673 128.3633
232.4735 142.5703
235.1388 139.0391
433.5510 168.8750
221.4000 153.9648
182.5837 132.1094
436.2286 139.1875
435.9878 140.9219
434.5102 143.2539
380.7265 136.9375
638.3714 218.8359
634.7347 217.8984
632.8979 215.5859
637.5714 217.1641
181.8571 174.6250
555.1633 210.0234
550.5714 217.5508
556.1061 199.2109
549.8939 202.2969
581.6898 201.0313
581.6898 201.0938
581.2245 206.7891
580.8490 202.0313
581.3755 199.4883
573.2327 198.4688
590.6041 192.9219
576.2000 191.3906
564.1061 185.3398
572.0367 199.3359
577.1674 193.6250
574.7551 198.9688
352.6122 238.2813
324.0612 232.7500
625.8857 220.7656
625.0408 213.7031
292.5837 128.8516
261.4694 141.2227
497.7796 184.9609
500.8490 166.2891
504.5878 168.5313
468.9510 150.0547
451.6245 142.1172
447.5306 148.9063
448.6000 144.0391
449.9265 138.4102
444.0612 138.1250
442.7510 138.3125
448.6122 142.4375
452.3673 137.5781
472.8000 139.1367
488.6939 153.2383
489.4286 153.6094
484.2449 162.2617
451.4204 159.0000
454.8571 184.2656
632.5878 197.4766
637.7673 203.9063
403.3143 344.5938
362.9388 208.1094
353.0000 191.8438
351.9755 201.2813
360.1796 206.3008
369.9796 212.6094
403.0000 224.7109
165.5102 136.2656
194.8490 136.3594
43.1429 134.6406
566.8857 203.3633
397.0000 226.1523
389.9714 217.3594
387.8082 218.6523
391.1224 219.7500
387.2653 221.1016
383.7755 218.9688
380.2816 211.3438
423.8490 241.4141
280.2898 278.4336
289.1265 280.7500
616.0000 175.3867
622.0571 191.6328
240.9510 228.3164
605.1428 188.8359
279.4490 234.7656
645.4490 306.7461
422.7143 251.7930
480.8000 121.5391
523.1428 250.5898
655.0817 205.1406
614.0693 265.2500
119.8857 101.7500
535.8939 178.5234
480.0816 116.5781
485.6857 129.5820
489.4612 121.4063
487.9265 131.1211
481.0571 126.4688
469.7061 135.7500
482.0776 138.5469
465.3469 213.3711
449.2245 187.5234
453.8000 180.4297
426.5918 182.2500
426.5102 174.6094
441.6735 180.2813
446.6122 160.9883
461.8898 163.4414
465.9184 183.3672
466.6694 180.7773
474.4653 186.7891
469.4000 191.6875
471.7755 190.4375
265.7347 235.4922
271.2857 242.7969
530.6571 181.4609
489.5510 180.2617
541.6285 179.9063
156.8000 247.0625
357.5551 138.5820
358.9633 139.4844
362.4694 140.1367
154.7429 246.5078
351.5428 134.4063
156.2857 240.2930
353.5714 127.7969
361.0694 144.0781
361.8286 145.2188
360.6286 146.9219
363.7143 150.2500
582.8286 235.2188
566.8612 270.8320
584.5103 272.4258
593.9633 257.9492
591.4286 221.1094
591.8000 226.8398
594.3673 223.5625
603.4408 213.3984
223.8898 218.2813
318.8571 138.3711
214.4653 273.3789
628.4898 343.7656
514.8000 236.3438
515.9959 239.8867
404.4286 269.5313
499.9184 213.7500
