Left Elbow
310.7551 328.9883
290.8816 307.6563
328.6530 324.5078
330.7102 332.1172
356.2122 331.0391
420.5061 218.8750
483.5020 298.3750
559.0040 325.7539
313.8571 325.1719
294.5428 333.6016
554.0408 352.0625
537.5714 310.6836
537.4286 309.1094
179.7143 205.9844
197.8612 203.8438
205.0979 196.5000
204.1061 202.0039
200.6531 201.5938
202.2735 198.1953
200.9551 203.9063
531.6857 346.2188
534.4490 350.2578
530.5021 354.8906
527.5143 351.3203
528.4816 343.9609
532.4286 353.6094
530.3021 350.0625
532.0245 341.3672
529.3429 342.8203
533.0571 331.8750
455.1837 402.6875
448.6939 408.5430
473.7143 236.8047
517.8123 261.2656
180.0204 251.1094
523.3387 298.7188
296.1837 311.9102
306.5470 295.7305
440.4408 266.3203
661.4694 308.7500
320.8327 324.5547
461.5919 307.1484
456.6571 312.7500
206.9184 339.4219
161.8939 332.6094
293.7429 237.1797
378.2939 258.3320
371.2857 205.2500
274.0041 271.5313
330.5143 278.2969
354.7592 301.4922
383.1020 316.2539
392.9388 312.2539
363.8571 305.9570
379.5837 305.8438
530.6938 218.3281
304.0081 256.0469
310.2000 300.8828
566.6857 303.9844
651.1633 286.7500
334.0000 310.6367
637.0204 297.3750
644.8204 296.5352
612.4897 288.8125
532.0367 253.1758
524.8776 250.5469
549.1224 273.1758
548.6735 289.2109
534.3878 296.4141
607.8490 372.0313
308.8163 259.2969
308.3265 263.2227
312.4286 280.7031
618.3143 390.4492
597.8326 395.6211
274.9143 267.4844
301.5714 282.0156
305.5102 280.5742
287.0571 281.7578
303.6939 293.8555
313.5755 286.2188
302.8000 288.6094
310.3143 272.0000
317.7837 264.8750
302.8857 268.8867
587.0286 320.8281
320.5184 353.5273
280.5429 384.7422
481.3306 305.0586
502.4694 324.4297
696.0449 388.9531
702.5265 413.0664
635.2245 298.6172
650.6776 282.6680
651.7306 286.3711
627.8041 287.1250
623.5428 283.4336
634.9510 280.4688
265.5020 252.5000
267.8000 246.6250
277.4694 258.2344
275.6367 265.4922
298.2204 291.7266
417.5878 384.9648
419.3470 378.8086
412.6939 373.0781
469.0612 385.0313
667.2245 329.9688
657.2857 327.0273
649.6327 329.9688
651.9388 322.0078
497.6000 336.7500
663.4918 327.7383
498.0408 344.1641
500.0082 349.2266
666.1592 339.3008
668.6898 321.3359
624.1021 410.1094
531.8653 377.0117
570.8286 368.0313
553.6857 338.3398
545.4694 338.5000
548.8286 332.1836
547.4490 342.1289
574.1021 355.5938
478.1837 367.5938
489.5714 368.8750
486.8000 372.1484
433.4286 361.3203
431.9143 374.1094
630.7102 385.6055
215.0122 262.3906
210.2775 267.9258
290.4000 272.0313
350.7959 275.8203
404.6286 286.5547
611.5632 271.5508
436.6776 306.6055
441.1633 299.5234
453.9714 318.4492
521.0571 288.9727
387.2694 278.0938
378.5510 292.7617
552.5510 387.9180
619.3184 373.9219
614.3265 376.3594
381.7592 200.5703
507.0286 219.6406
593.1633 233.3320
579.0571 249.8281
288.5837 305.0000
150.8571 265.1875
146.6735 273.0313
75.1265 284.2344
462.8979 328.3594
475.5388 330.2266
283.6571 331.1094
266.6735 328.1289
478.0041 319.0938
500.9592 370.3750
495.4122 351.4531
299.5919 265.3828
101.6531 299.0938
287.1429 268.6094
283.4980 276.5781
320.2245 212.0742
318.1224 267.5156
366.9388 331.1406
319.9429 291.7031
347.3428 341.4531
151.2041 235.6602
184.1143 278.2148
526.3184 277.7266
507.5428 377.0234
51.2449 269.2031
515.7755 363.6836
231.4939 225.5469
269.2368 209.5781
293.2857 252.9844
334.1224 243.9609
351.9020 257.1641
364.1143 356.1250
298.3061 321.7500
213.3429 361.6094
195.1429 370.3516
213.0735 366.4531
360.5674 238.0859
577.2653 239.1250
578.3429 263.6875
318.1429 288.9063
328.0571 308.1719
361.5225 312.7969
396.4163 284.1328
345.8653 271.1133
340.5306 312.9727
335.5673 323.6406
275.2163 308.6406
289.8612 349.2813
402.8286 325.8711
337.6653 326.4063
458.9633 289.7344
340.3510 294.7500
478.7469 264.9063
515.6490 379.2188
585.2531 249.8984
332.1592 233.2500
383.5592 248.4297
439.3959 322.5703
550.1429 265.7813
371.0816 293.8828
365.4163 286.9141
367.0816 297.2188
356.9959 294.8281
366.9184 287.7109
370.6122 291.2383
378.6898 299.0234
428.4082 340.7305
318.3633 256.6641
345.4898 274.9688
359.4490 287.2813
357.6163 278.7500
516.0490 301.1094
532.5592 314.3438
540.9918 314.6484
588.4775 365.8242
576.9755 348.1641
321.7714 295.5664
328.5878 309.3320
327.8571 303.4375
331.7755 306.9258
482.8571 303.0273
323.2939 309.3438
318.4000 308.9531
322.1429 309.2930
311.2857 309.5156
310.1429 317.0898
308.0653 317.6797
315.0816 316.6914
313.2286 314.0703
344.3837 225.1719
338.2449 219.9297
341.6735 221.4492
339.3714 229.2070
348.4572 194.1367
342.6286 199.3047
345.1877 202.9141
455.4449 368.4219
493.9388 399.2656
504.1225 419.1953
526.2571 445.1953
466.2939 339.2578
559.9388 389.2344
626.8612 389.8789
569.4082 379.7031
572.0531 380.4609
308.8816 281.8906
317.7265 285.2852
317.6245 293.1172
316.8449 295.6953
314.9102 297.5000
307.5102 297.6133
319.4449 289.2969
321.0449 293.8047
193.0082 323.8750
424.0408 329.0859
323.4572 324.5391
293.5714 269.1406
292.1877 273.8750
309.5837 177.0000
239.9306 203.8750
371.5633 395.2031
49.6041 281.8047
38.8408 274.9922
17.6857 356.2813
528.1959 376.4688
378.7429 331.3516
390.5428 342.3750
393.1224 303.7344
400.5184 325.2578
385.4286 316.1875
333.6163 289.6875
339.5755 293.6094
349.4980 322.2031
338.8776 327.7148
338.6612 314.6719
351.5510 313.0547
354.2163 316.5586
368.5714 280.1406
353.9061 290.1484
439.7714 334.1875
602.3918 296.3125
586.1143 198.0977
468.8367 253.0781
469.1877 244.0234
467.7551 238.6289
430.0490 242.4766
456.2286 239.6367
131.5551 373.4258
199.6653 333.5469
584.5428 408.0000
545.1184 297.3828
451.9510 244.4141
455.0572 242.9375
459.4000 249.6875
460.0163 257.6406
507.6204 262.8047
469.0735 362.1172
190.4082 199.6797
187.5714 212.6094
220.6204 241.7188
221.6776 235.6523
269.4286 295.9609
279.6122 324.3438
292.4857 329.9375
222.7061 236.4375
219.5714 226.1563
217.2857 221.0195
222.0245 240.7070
442.0286 315.1680
444.2245 319.3164
510.7592 333.2500
188.6041 368.5625
242.4653 369.5000
311.2163 360.8047
250.4000 233.1406
209.5755 249.2930
178.4735 307.6836
195.4000 298.5273
233.7143 288.4063
157.3388 329.0039
146.7551 346.5313
174.8857 327.9766
171.0612 315.1094
332.9143 308.6602
38.9796 417.4570
37.5020 422.6719
22.5388 453.7344
368.5714 350.0117
373.3429 343.6680
398.9143 414.6563
63.0776 402.7383
114.5592 361.3438
309.1592 443.0820
86.6939 403.0938
483.1918 409.0313
440.7632 338.6484
424.8571 370.4297
425.7878 357.0625
466.3102 339.3516
438.2245 354.5469
62.7469 261.9453
367.4653 242.0391
401.5510 249.0352
426.8817 335.5625
270.6286 276.3750
323.3061 300.3906
335.6776 314.6250
575.7347 285.7578
630.5510 230.5273
413.1837 297.9141
317.6082 332.1094
322.1510 335.4727
309.1020 328.3203
291.9347 330.9141
278.3510 338.3438
228.0694 313.6250
166.8163 350.4531
151.8612 363.8008
281.8979 335.8594
302.5266 352.3828
283.9796 349.1250
533.9388 245.6484
527.6572 240.2969
545.0204 233.4141
548.7429 237.0156
575.1959 228.4570
635.5103 234.5625
636.2449 240.4063
622.9388 242.5820
624.8449 246.6758
620.8490 246.0938
622.5347 242.8906
638.9102 254.3789
633.4286 251.3086
414.1714 280.0313
449.6816 340.1836
451.2816 342.0625
453.4286 364.7500
450.5225 345.9766
441.4327 352.6328
430.4898 358.6016
434.0612 350.4297
433.7143 348.4531
433.2653 345.0195
427.8367 340.0508
385.8979 339.1250
395.6776 328.8945
363.0245 339.6250
341.4530 339.9688
347.6286 325.3516
352.1021 341.5859
350.7959 340.5938
325.2612 279.3203
326.5347 288.8828
311.0245 289.5000
557.0694 304.5469
550.2449 320.3164
551.9714 325.2227
530.7306 326.5078
577.3347 288.8320
335.5674 326.9648
330.0204 325.8750
347.2163 248.8125
189.3306 304.7930
127.8571 234.4141
595.5878 206.4063
601.1796 279.8398
575.3062 328.2461
596.0817 375.6836
313.9388 280.8867
488.7143 220.7266
449.4531 270.4375
480.0776 225.7500
467.5102 289.4531
451.6898 279.7969
457.1633 266.0156
424.4081 258.1563
415.3673 241.7969
408.1510 233.5391
406.9837 227.4023
408.8000 235.8281
455.9388 354.9453
462.3714 408.8320
502.3143 319.7422
279.9714 387.1797
166.6572 247.3125
324.3673 371.5000
411.7102 328.5391
343.4898 223.6055
380.4980 236.8633
391.7143 258.6602
397.2082 269.1016
545.5714 324.0000
435.1837 280.7109
435.2653 274.7813
434.5102 251.7930
591.7919 338.2500
608.9388 338.7344
390.9225 180.7031
394.6898 202.9609
384.4000 200.5625
395.9184 209.5391
394.7551 197.2500
413.6857 190.7813
398.6653 185.1250
441.9714 218.2500
394.2857 357.2188
633.9755 207.4453
636.8979 207.0859
627.9592 161.3047
225.6408 227.8906
248.1878 195.7031
344.8123 253.5000
698.7755 391.5000
640.5959 287.8516
409.1673 312.9805
588.3184 306.1719
398.9265 322.7500
607.5306 309.6328
619.0857 304.0234
675.0939 340.5000
411.4286 323.4375
313.7143 359.5938
525.1428 359.7188
609.8000 226.6016
639.0612 375.8047
581.3878 268.2422
326.5959 413.3906
224.9796 232.8828
188.7143 246.4531
127.8571 272.5469
256.3102 270.6523
374.9306 236.0742
146.4326 322.6094
126.0000 244.0000
308.2408 360.9688
307.9184 360.6641
310.1918 365.1992
310.0327 362.9375
308.2449 371.0977
330.4000 392.8203
326.9551 245.6953
175.4694 237.9023
606.6490 255.5781
595.6245 255.3281
571.8367 249.1289
285.7020 228.8125
551.7469 321.2109
91.2653 256.1523
94.1837 257.8438
90.7143 268.2930
76.2245 271.5820
432.2939 284.0000
65.6980 284.6758
615.9796 321.5469
453.7551 307.1602
469.0653 303.6094
360.5592 228.6719
431.3796 279.4883
440.5102 339.2891
250.5633 222.3672
395.8000 307.0625
184.8327 300.2500
227.5510 329.2305
367.0816 245.7109
573.6776 357.0117
528.0000 331.6211
487.2449 338.2734
609.4816 292.7695
174.8490 277.4844
208.3429 280.9063
206.1674 286.2969
276.3469 261.2578
270.7796 289.8242
268.9388 263.5938
432.0531 265.0000
430.0775 298.5313
423.3428 321.5469
468.6204 262.0742
473.3143 358.8672
87.5469 251.9844
96.0857 271.7500
479.1021 325.0508
495.7306 199.9375
512.0857 254.3125
515.2694 243.4531
339.7469 335.4492
335.2653 307.9375
419.0735 246.5156
581.7428 393.7188
614.6980 233.3281
185.3388 265.1250
171.8735 275.0898
231.9470 299.3711
494.2735 415.6758
458.9837 363.8867
495.2653 204.1406
510.6939 198.4297
556.5714 181.8477
122.0081 268.8125
501.4449 260.0781
541.0571 271.5703
492.7714 288.1719
486.8367 289.8008
488.8817 292.9063
499.8571 259.9492
513.0817 253.2969
527.9265 251.0156
523.5959 253.0000
556.3306 260.8359
549.8000 271.7891
404.1306 255.1289
501.5714 238.8516
434.6531 231.6484
426.0000 231.5313
442.3918 215.0625
446.2612 208.8320
542.8245 315.0391
549.2408 359.9531
199.0816 265.9375
197.3428 262.0000
268.0122 274.8477
322.0000 387.7734
405.0571 275.4844
400.5918 303.7266
419.7429 370.2188
464.3714 382.3906
491.4653 374.7109
500.2041 356.0039
180.8490 121.3945
39.3143 278.3203
418.3673 312.1250
422.9347 293.8906
414.9225 370.0938
600.7755 384.1602
200.2327 256.8555
244.5224 302.4688
529.1143 297.0742
300.5428 309.9219
304.2857 310.7969
316.4000 277.7305
329.0816 272.2891
329.5837 237.9688
670.0327 153.8789
604.0286 333.8750
649.7429 352.5625
615.8082 190.2344
492.7265 247.4688
504.1674 304.8398
515.3347 301.8750
535.3510 248.2656
563.8653 260.1250
578.9592 337.9023
585.2286 281.1523
317.1429 359.5469
351.5714 242.3359
428.7102 249.7227
332.6530 230.6484
375.6939 299.2344
401.2204 330.8047
360.9143 417.5352
543.4898 253.0625
543.6898 256.8281
647.6572 195.4609
445.0775 245.0078
435.7143 219.1172
657.7959 198.3008
647.8817 210.1250
432.8571 238.0820
447.9837 245.3711
619.4572 243.1094
456.0000 249.8984
508.3592 203.6250
409.6694 272.1797
447.2449 257.5938
106.4694 192.0469
358.4000 202.7695
552.8082 233.6797
547.4857 232.2500
431.9347 352.7148
429.4857 307.2305
230.0531 288.3516
205.7265 242.5625
206.1429 250.1719
245.5347 253.6016
125.7306 327.5391
441.9306 324.8047
261.7918 274.9375
263.6980 313.9727
260.2286 272.1797
274.9796 283.1328
357.8857 275.0938
511.6000 178.3164
455.3102 325.0000
456.5959 328.3516
481.3796 331.1250
465.8939 328.5313
721.8898 323.4766
221.3265 249.5234
507.4000 197.9609
501.7918 208.5313
500.1633 201.6016
497.5061 209.8906
415.9469 315.3594
523.8572 258.4063
510.8571 260.1250
512.7510 254.8672
512.8571 254.8516
563.1183 286.5508
546.5306 227.9922
365.2857 267.9570
325.3714 289.3516
311.3265 306.9219
316.4653 307.9102
252.6571 290.3164
256.5143 328.8750
264.7143 334.7969
281.9755 359.1094
570.9714 306.8945
328.2571 335.5156
463.6939 329.2461
466.0408 283.5234
477.8653 296.3438
450.0000 290.3164
451.8571 307.2031
441.8980 312.1406
443.2816 315.0078
432.6245 311.9297
432.1225 333.9531
437.0041 340.5859
317.8979 228.1758
410.6857 229.8203
328.5020 255.3281
328.3102 256.4375
342.1265 267.5469
332.6000 280.6719
374.5714 218.2500
381.4898 222.9609
403.2000 236.5469
401.0653 231.2500
400.5551 240.0859
404.1184 263.8281
170.8245 279.1367
629.2041 325.1563
624.9510 322.5234
606.1021 329.2813
677.9836 341.9805
664.9265 380.1719
567.5143 274.6094
566.7143 278.7148
575.9836 282.2344
566.7347 285.0625
571.1429 283.6016
578.0775 295.1641
343.4082 298.1875
374.5388 331.4531
383.7347 319.6914
377.4939 324.1719
337.9428 272.8164
317.5755 268.1172
311.8041 283.0781
324.6449 275.4531
328.1469 270.6953
310.2286 271.6953
356.8980 291.7109
355.0816 297.9180
563.4735 272.3672
574.6531 242.5625
523.1633 221.2852
372.1143 324.0273
381.4367 322.9531
369.5102 237.3672
560.1470 274.8125
552.8204 295.7500
319.8367 261.8555
627.3062 416.2891
616.9020 417.4570
290.1837 359.9375
398.5674 345.3203
334.8286 346.3438
347.2857 325.9492
493.1510 344.5625
493.4000 359.3945
353.3184 336.3906
337.4286 332.6016
344.3755 339.2500
507.1714 359.0547
332.3755 370.1875
341.6449 363.6055
482.6776 346.9219
669.7755 329.3281
685.6122 327.3438
686.5183 325.3281
675.9551 328.3125
491.9020 301.9570
483.8368 288.0820
470.8163 298.2344
491.7306 289.8125
492.3714 297.4063
478.6572 293.2500
484.9184 295.5938
488.1714 306.3750
482.6938 302.8477
484.9592 299.4531
473.5918 298.5938
472.5551 305.8438
482.3674 310.6992
468.5510 300.4766
475.4245 303.3906
477.2286 300.1016
448.1429 276.9688
495.2898 313.4570
475.8490 298.9844
477.3877 297.1758
479.7959 293.2148
494.4286 290.4766
493.2898 289.8398
492.8449 291.3359
495.8571 293.4922
478.6245 279.1406
490.8571 291.3984
478.9429 281.6484
464.7347 307.7813
472.3122 290.6367
465.7143 283.4727
489.4531 284.3438
473.4245 294.1953
455.9388 292.6602
455.3714 297.0156
406.6163 219.8594
357.1224 291.4961
331.0531 310.1563
445.3306 290.6992
445.8326 261.2969
470.0775 301.3281
446.8980 262.4883
458.2857 284.8984
455.8979 304.5000
469.0898 306.0469
470.2857 278.3594
484.0408 275.0938
470.9388 292.6094
450.6735 279.7500
459.5306 286.1641
457.0857 286.5625
457.6735 288.5859
463.1837 297.4805
452.8980 290.2031
459.5878 290.5742
457.5714 279.8125
456.2531 291.2461
490.5714 285.8984
486.0000 257.1914
474.6735 283.2539
459.2857 285.5430
459.5837 287.7461
663.6449 317.8594
655.5837 303.6094
646.0408 303.4766
655.2408 316.1133
661.5551 322.7578
659.8449 319.8555
673.3878 326.7500
470.5020 286.0938
465.9102 292.7500
464.2857 298.9375
474.4490 309.7422
252.6082 260.0938
265.8776 250.9688
262.2000 273.4375
307.6653 328.0781
310.2122 322.2969
253.0408 327.0781
182.9796 337.7188
398.0245 252.7813
404.5796 264.5195
405.6530 272.1563
425.7959 289.7656
427.0980 312.1406
421.4490 317.3516
438.8327 358.8281
425.4490 365.4453
430.2653 381.0000
464.0449 374.6875
475.1429 381.0313
457.6082 392.8438
472.9143 383.8516
470.7061 387.8398
474.6571 383.5547
474.3796 393.5234
115.8898 192.9531
116.7755 194.8750
474.1184 375.5703
472.3715 386.2227
464.6857 385.5156
478.9755 347.1328
476.9388 345.3320
476.4286 338.1211
476.7021 337.6797
476.5428 335.3047
424.9388 245.0898
433.7429 247.3555
427.8817 246.0313
446.2857 276.8750
311.9837 254.4766
471.5714 301.0703
294.4898 309.6250
380.8163 375.4063
325.3388 377.3594
519.9510 472.8047
570.2081 425.9609
564.1061 453.9609
509.8817 351.7109
537.7429 169.3164
521.8653 208.4063
151.2776 325.1914
146.0000 326.8594
209.1714 280.5313
214.7673 294.0625
230.0367 283.5781
637.8449 324.4922
234.1878 282.7266
546.2286 312.1680
464.8857 352.9688
501.0327 306.9688
509.7918 312.0508
507.6163 314.2656
570.8082 323.9922
550.9184 334.5508
246.6735 272.7578
469.9143 267.8320
613.1021 293.2656
192.3020 312.1211
329.3755 380.7500
322.2857 351.6250
330.6041 373.4648
397.3510 347.6250
370.1633 378.1055
403.2041 377.2188
361.3755 347.3906
396.6245 313.2188
511.3061 407.5703
576.0571 358.2188
573.2204 347.0859
587.6367 385.7930
411.8490 311.3125
383.6286 315.6406
392.2980 310.0000
246.2327 272.1563
273.4694 284.2188
322.8490 313.9453
409.8979 306.8086
414.7347 325.8125
584.9918 441.8750
659.2041 415.7461
554.5184 333.3750
560.2286 345.2930
562.6082 342.8438
476.2122 361.7500
563.8367 351.6250
433.7429 278.2500
531.7714 255.5039
522.2163 273.9102
199.7755 370.7031
378.8449 259.5820
474.5919 251.9922
580.1061 320.4570
424.8123 354.6875
427.9429 225.1250
425.9265 223.3164
356.9429 192.5234
352.4449 197.8047
352.2245 225.8750
364.9633 211.8320
345.7878 234.0000
341.2694 225.7109
615.7469 195.2500
259.5143 372.3594
297.5347 254.1250
504.6612 358.0977
501.2571 364.7266
507.6857 359.0313
348.4041 206.8516
446.0612 289.8320
455.4286 309.5195
447.9837 314.3516
613.0408 318.8047
686.5265 229.3906
370.4286 261.5938
376.4857 240.5625
366.5265 259.2500
549.1224 270.6953
229.5551 276.6172
220.2694 281.7656
237.9633 274.4844
272.7551 273.5000
312.0327 283.0117
542.9429 313.4609
570.2898 305.7461
582.8776 311.2422
420.7673 318.4023
444.1021 310.8906
536.4531 320.4063
435.8000 320.8320
530.1633 299.3750
515.9429 308.0313
526.6122 324.1875
523.4368 324.2656
285.7143 284.1250
288.4572 297.3984
279.6490 297.7656
292.8163 292.5664
299.2286 295.9375
297.9184 289.6328
303.0204 284.9727
314.5184 278.2422
512.9918 281.9219
337.4122 288.5586
323.1755 305.3438
317.4286 307.9375
317.5918 312.8516
333.6530 297.2656
564.5306 313.3086
433.4816 203.6719
524.1102 211.2813
529.2408 227.9453
567.7142 266.6289
251.3714 198.3711
268.0857 193.6250
490.5918 245.6016
494.0939 227.8594
490.1021 240.8125
474.5061 222.6875
582.8653 322.8906
297.6327 304.4063
293.4204 300.6484
294.4286 306.5898
556.9551 363.0313
554.2327 375.4844
560.9469 375.9844
565.3511 358.9844
537.9592 366.5938
548.5796 379.7188
559.1510 358.6953
311.0612 351.0078
298.0000 347.6445
692.0286 366.5313
600.0286 257.8750
538.9306 248.9531
330.4286 266.1250
617.3429 276.6250
304.4204 273.4688
601.0735 280.3438
296.2816 274.1641
280.6000 259.7734
257.1429 251.8438
244.6531 242.5313
481.2939 299.2539
597.4286 282.4219
589.4041 276.4375
592.0408 287.7109
336.7143 253.7305
246.1021 244.9453
249.4694 264.9922
606.9714 276.3086
570.0735 315.0547
363.9633 305.5000
360.6571 309.4219
554.2163 311.0156
551.0612 311.3906
571.8000 324.4883
547.6816 299.0391
380.6490 245.7813
540.0571 218.5781
528.8449 226.8594
491.0898 243.6367
455.5265 299.2344
453.7224 320.1133
447.4490 290.9922
450.9143 295.9063
480.6286 303.2500
276.2653 221.8828
245.2735 257.1250
294.7673 265.1250
295.4612 266.6641
674.7959 432.4531
337.5184 215.3281
285.7469 316.4063
282.7347 279.3281
256.7143 288.5000
424.1021 264.7422
421.1429 261.9453
282.5143 295.8438
483.0204 273.5859
492.7143 271.2969
278.7796 307.0781
322.6980 298.8828
323.8571 305.1172
501.2000 298.7500
354.1143 320.9766
544.6000 313.6523
373.3429 344.0078
269.0816 244.5195
335.0939 294.7188
360.4122 379.8477
350.8204 372.4219
335.6938 353.9531
210.1551 288.3984
228.1469 286.7500
314.0000 356.6992
293.7184 329.1563
301.4000 304.9570
308.7306 336.2344
375.8653 347.9023
197.2163 333.9336
209.2041 343.2813
202.6000 347.3516
226.3918 245.7305
250.2735 234.0430
246.8490 209.3984
248.8449 360.4141
240.4000 356.2031
165.5306 321.7891
61.5878 298.6094
378.7184 338.6094
338.5674 288.7891
355.6531 294.3516
405.4898 315.0039
400.6000 309.9883
453.1674 351.4063
508.3143 362.1719
515.7551 292.8750
362.8082 334.4375
332.9714 338.6563
310.8000 339.2422
314.6612 339.0547
518.5837 348.7305
509.1959 372.4805
466.1673 380.2344
324.5918 345.5781
297.8694 309.0781
295.0204 314.4102
299.5143 294.1289
138.4571 280.5977
297.0245 291.0781
156.4694 286.5781
309.9265 283.2500
474.4082 244.4102
323.5837 233.8906
333.0857 237.7773
493.2857 244.8125
495.6653 242.0781
495.5714 248.3398
344.3143 256.8125
505.2857 262.8594
279.0408 278.3516
526.0204 379.2500
622.4326 244.6953
655.1674 250.2813
675.2858 213.0078
279.9796 300.9375
252.1429 313.3281
381.8571 278.4219
433.6163 291.7656
476.0204 308.0000
422.7714 310.4688
212.7021 279.1406
589.3184 302.3359
587.6408 299.3984
588.8368 312.3125
218.8857 287.2734
336.1429 341.5273
361.0612 342.9375
283.3510 279.6289
286.7429 278.5156
275.5714 281.5313
275.5919 286.4922
275.8000 294.5703
282.1837 286.2813
486.8000 369.9063
550.2041 397.4688
616.9388 302.9063
611.1143 315.9844
616.2204 314.3086
282.9714 240.2109
336.2204 270.9375
319.7184 295.1875
524.2408 241.5000
228.1224 294.2695
296.7429 299.7695
294.8367 275.7188
296.6041 267.7500
580.5632 465.7500
588.3062 396.9063
587.4572 387.1563
577.0898 388.8750
585.8163 383.2031
360.2857 371.4219
361.3673 328.2891
353.9796 324.9609
350.6245 312.6016
360.7551 303.6289
364.9143 308.8242
361.4612 286.3438
380.4326 296.5078
384.0000 291.9844
247.2408 364.3125
218.5266 360.8750
183.8204 379.7500
434.2082 330.2813
460.2571 252.2656
326.4572 285.4297
360.9428 251.1875
637.9633 189.0234
641.2449 199.6914
659.2653 207.4297
96.1674 167.6445
171.5714 189.9844
22.3429 171.1875
128.0286 189.4961
485.0286 387.4922
431.9633 371.2656
412.2367 371.9023
646.0898 281.7109
190.2490 209.6563
540.3510 232.3125
375.0245 298.3906
360.8694 383.8516
400.7918 376.5469
126.0000 315.7969
392.6735 261.4375
484.5061 445.2656
363.8000 246.1133
122.1429 271.7617
417.8979 273.3164
422.7959 273.2383
343.3265 193.4141
340.4775 185.3125
338.0000 166.8906
331.8367 155.9766
335.3428 151.2773
315.7510 165.5156
138.0775 298.7695
145.1429 278.7344
281.3469 238.2813
309.2816 229.0313
293.3878 232.7188
289.5143 240.6055
279.3388 241.6523
266.8939 239.6563
650.0204 347.1875
652.4286 349.4219
633.0204 351.0547
640.3878 359.7578
653.6326 337.7500
666.0408 339.4336
636.1877 296.8867
632.6938 307.7891
700.9429 307.3750
585.1143 336.8867
433.8531 314.7813
382.5143 150.0547
384.8857 157.0195
392.2041 158.1797
385.0775 157.1250
376.9714 161.2500
373.9755 160.4375
565.5714 187.0625
559.1633 186.9688
575.6327 195.0781
388.4286 152.8086
404.9184 146.6719
395.2245 147.1875
377.4286 164.9375
545.7755 386.4688
517.2980 416.3945
392.8571 171.9297
395.4041 161.0273
398.9102 161.6211
398.3673 159.5703
513.9796 399.1094
402.7143 178.6719
343.3796 357.3516
609.8204 413.8047
384.4694 362.2539
383.2694 368.9922
379.9959 365.4141
389.7102 360.5625
401.3878 349.0820
393.2082 363.5977
392.6939 366.2422
315.9388 345.8359
303.9796 364.1328
300.8979 349.5625
316.3469 359.6914
317.9225 350.2188
332.1225 349.3281
312.5306 376.0352
338.0327 347.4570
319.3265 283.7148
593.8286 417.3984
486.2653 237.8047
507.2653 259.3828
514.0857 244.8750
123.0286 199.0156
414.9020 239.7773
630.1837 399.0156
628.7143 413.4805
633.8408 409.6914
623.8204 416.2188
638.1061 407.3750
613.6531 427.5469
619.9836 411.4531
685.8367 399.6875
163.4286 280.8281
328.8000 350.0313
527.2858 332.9219
403.3347 241.7656
390.4000 237.7852
360.1592 221.4141
279.0735 205.1914
441.5225 278.2969
268.2898 209.9141
440.0082 277.0898
317.4490 271.8516
305.5755 195.7188
639.0857 303.2969
612.5102 291.8125
615.7919 287.0625
613.7714 275.5273
588.9020 270.9805
585.8000 263.8594
575.8817 263.2813
576.0817 259.2734
498.0857 387.2344
509.8367 400.2188
465.9510 399.7813
470.0980 376.2344
580.2939 157.8828
196.9959 332.8125
584.6694 272.3711
593.5592 281.7031
598.7837 302.7813
611.0571 323.2188
602.2000 321.3047
613.0571 339.5469
622.5143 373.9375
628.9674 373.1953
368.2653 403.7695
372.6939 429.8047
460.2857 435.1641
452.6857 434.5625
633.5714 396.3984
650.5265 419.9531
655.5306 392.6016
659.7224 389.2500
621.6428 420.7676
454.3592 224.8906
433.1959 247.0703
433.4286 252.5352
448.0775 256.2031
267.2000 223.1797
441.0327 455.0469
441.2571 450.9844
443.8572 447.5469
418.1021 435.9688
432.0286 459.4609
446.8857 450.0703
480.6939 288.4688
472.1551 300.2969
472.5633 299.6719
464.5020 304.0938
437.3224 305.1328
437.6449 302.8438
442.0980 310.6797
374.1633 460.4063
356.4490 416.0625
401.5347 235.0703
411.9470 240.6719
333.9102 282.9883
338.0327 334.7188
215.6122 293.6602
387.2653 305.8906
481.9388 280.8047
479.1225 292.1406
440.9796 293.9766
416.6857 280.7773
508.4000 238.0391
451.0367 259.3398
456.0163 268.6250
455.8979 263.3555
450.8449 255.1563
440.8041 263.1445
435.9061 262.4688
441.6285 273.1641
302.7755 245.0391
298.5469 250.2031
304.3143 258.3516
434.4571 261.8906
445.4571 267.7109
315.4367 262.7969
314.0082 263.2188
320.8000 253.3477
321.2000 257.3828
319.0000 267.6406
334.9306 291.7266
341.9469 288.6094
375.1429 284.9609
370.8571 280.1250
416.3347 336.5938
476.2653 279.9688
375.2245 381.7344
609.2123 247.6602
613.5143 248.5039
621.5796 254.0000
633.4245 275.2969
612.1428 229.4688
185.1429 196.5078
362.5102 272.8320
647.7061 448.0039
650.0408 448.3125
362.1225 226.3750
360.4898 241.8164
392.8939 266.2969
422.3470 259.4219
396.2449 237.4219
400.2571 233.3906
377.2816 254.1641
398.9837 262.0039
411.3428 264.1367
545.6939 452.2500
259.1183 337.3359
253.2612 286.2031
189.3837 279.7656
358.2490 229.2461
547.4531 337.9688
336.3673 368.0273
374.8735 223.4141
373.6530 220.9922
353.0612 365.3750
395.7143 184.3281
397.8408 175.3359
369.7347 171.7422
321.3184 303.5313
331.1633 343.2500
354.0530 319.6797
358.5347 321.4688
388.9428 335.2266
376.0531 354.5000
