Left Wrist
329.9388 465.9492
335.5592 192.1484
329.5102 225.9922
156.8898 398.6094
434.6122 190.8750
441.4286 238.0664
442.1918 271.8711
438.4775 273.9063
413.1224 349.2813
389.9714 238.3438
453.7143 262.4219
463.4286 267.8281
673.8979 437.9375
293.9388 343.3516
271.7755 380.7188
292.0571 49.0664
157.7143 176.1250
215.3428 192.8281
214.3020 192.0313
449.1674 303.4531
602.4286 355.9688
443.6531 339.9844
295.0490 436.8750
484.9429 329.0117
315.5306 426.3008
466.4776 242.6875
498.0735 294.0938
385.2857 200.5625
229.8980 377.4570
689.1796 330.0078
309.9633 354.5859
269.6571 377.4063
666.0204 330.3438
290.9306 427.0469
228.2000 338.9727
677.1429 335.9688
245.5674 369.5977
688.3918 336.7734
690.3510 339.3750
696.7837 335.2813
247.2694 362.7031
685.6000 322.8906
606.6489 386.3594
196.3633 359.1211
361.1592 372.7500
343.3265 375.6719
374.3143 350.8516
473.6571 404.2031
439.9796 300.9414
441.9061 297.1328
455.3878 290.6250
462.8449 300.1875
392.8245 249.6797
233.7021 244.8711
397.1224 317.7578
378.9796 329.1172
398.3673 313.5703
565.8326 221.8711
572.2531 220.3047
507.1633 217.5781
313.8531 174.9219
282.0000 434.0430
390.6735 189.5781
402.7796 197.4531
373.5878 248.5469
384.3102 259.4219
378.1102 264.2813
437.1510 239.3750
488.4204 263.0508
497.2449 270.2813
554.5714 305.8125
614.0817 333.5625
616.2898 342.1172
690.4449 338.8203
244.5714 308.5742
278.8490 213.7813
289.6571 206.2852
463.8571 253.9766
499.8204 198.7461
490.4776 196.0000
294.3918 305.4883
287.8939 299.2891
297.2653 269.6563
293.0531 309.6914
630.5714 306.1484
433.3184 241.5742
382.5428 278.4258
586.7877 299.5234
583.5714 303.8984
387.2286 319.5078
589.1592 298.2930
599.0817 296.4219
592.8449 295.8750
498.3470 354.3945
505.5306 334.0313
517.8572 449.1328
149.8571 362.7969
334.5143 267.2188
327.3265 269.2969
505.5061 251.1406
336.1633 368.0547
595.4204 426.3281
592.6245 404.4375
539.5959 317.7773
285.0286 342.9336
280.9469 338.3711
407.8571 291.4844
688.6938 335.8281
278.1224 280.3906
612.7510 377.7891
394.2939 357.5938
394.1183 351.9531
341.3021 337.0508
591.8776 403.3750
341.0367 340.4844
549.0286 377.4297
548.7184 378.9922
398.5714 367.6406
401.7061 351.6094
596.1592 342.4063
408.6449 368.2188
261.2449 230.1914
579.8530 254.2383
491.1429 375.3242
490.3837 372.3359
474.2694 362.7500
454.7224 361.3477
452.8816 296.8906
459.7224 308.5938
464.5428 307.2227
458.9714 307.4844
466.9918 305.0469
465.1429 310.0234
466.7143 313.6680
456.9388 318.0586
471.0694 286.2852
467.2816 282.9219
458.4694 283.7930
459.0816 287.4844
478.7347 303.7188
498.6531 306.9375
494.3918 313.8359
496.1837 310.2930
496.4898 307.4688
490.0408 309.8281
489.3306 313.4766
321.9510 225.7227
392.5714 367.8711
380.9592 366.1641
374.1714 359.7109
376.0204 347.0820
377.4939 344.3906
372.7265 346.6250
303.8367 455.9922
609.2041 298.1797
601.4081 224.3164
628.6204 301.1367
614.8449 296.3750
622.1714 289.5000
628.1755 291.6094
267.2000 326.0156
641.6735 296.5547
419.9714 254.5625
448.5225 252.6797
427.3143 299.8359
454.4286 362.5273
379.9510 355.9063
398.6939 374.0352
562.4735 346.3125
529.8245 445.7344
316.1633 396.5625
314.2000 408.5391
332.3224 412.6641
356.4204 387.6719
342.4000 403.9258
361.9837 407.1602
394.2857 397.0195
366.5959 389.2813
399.7224 415.7500
430.1714 434.1328
434.1837 445.1367
493.8449 484.1250
459.9306 293.7148
446.4000 301.1094
404.7592 305.8242
401.2735 302.8125
356.5796 295.4141
362.6000 266.5938
401.6531 213.0313
526.0245 187.8047
345.3061 244.2813
375.5959 240.7773
377.7021 256.4023
382.4857 380.3203
380.1469 387.6563
380.1551 394.7500
377.0163 412.7773
376.0653 404.3125
500.6367 265.1250
520.2857 141.9453
479.2857 444.8594
231.1918 284.6875
230.7551 283.2500
238.3592 319.4336
219.6408 299.5547
550.0286 165.1055
573.2449 128.7500
627.2245 42.2266
635.1428 45.5469
633.0449 48.6563
339.9265 228.7422
356.5020 224.3281
342.9265 155.4023
378.9959 236.1250
543.5918 203.5820
496.9714 140.5586
628.2408 354.2344
564.7347 344.6719
512.8979 472.0078
580.5837 397.8906
632.8000 439.1250
585.1918 204.5547
242.1265 347.9844
233.8245 328.8125
564.2653 424.5313
461.5918 310.6250
314.6082 190.2578
366.8163 185.3984
388.5714 192.9688
417.9428 176.5000
425.2653 188.4219
411.0449 143.1563
606.5592 298.7500
362.0980 203.0313
453.9592 169.4531
572.4245 403.5156
570.8082 396.9844
574.0939 403.6914
574.3959 404.0000
569.5306 404.4531
478.9388 454.0625
523.2857 320.5391
497.3918 313.0000
528.7592 315.4375
505.6939 324.6172
526.3510 316.6875
524.3878 321.5313
305.6857 207.6250
437.6735 199.4688
490.8776 218.7461
486.6776 215.3828
523.1265 260.0664
459.2327 280.3750
462.2857 279.4531
438.0816 274.4805
417.2612 297.6094
354.2245 221.6133
468.6286 314.1328
173.6367 237.7656
234.2857 259.0156
260.3633 207.7266
271.5388 232.9219
268.3061 223.5938
185.3959 221.2656
194.8000 225.7539
199.6122 224.1563
209.9469 218.7266
230.0735 194.3750
516.9388 288.7500
235.7429 175.0625
303.9673 193.8203
276.3673 192.0234
245.9061 200.6914
257.7347 178.1953
126.2122 440.7617
276.3265 167.2305
156.2939 298.3125
315.7959 210.7109
368.5714 209.6250
172.5551 289.9531
432.6776 225.7734
340.4898 351.4063
332.6816 306.7422
322.7143 293.6953
313.5184 324.1797
306.5714 323.5547
298.2449 305.4063
301.9388 319.1953
299.0367 317.0625
328.9388 325.0625
329.4694 327.9922
342.0041 336.0078
347.2245 330.0508
365.7102 335.1250
379.5551 336.3945
379.9469 325.2188
378.2857 331.6641
378.9347 320.0156
366.5919 330.4375
369.5551 334.7422
353.0408 326.3906
349.9102 335.5000
241.2449 297.4688
233.7102 271.1172
259.1633 313.2031
329.4286 266.3867
173.5061 363.8750
345.1224 260.3828
430.2122 244.6250
620.1510 379.3594
348.9061 273.6250
507.9878 343.8203
484.4286 407.6719
359.8939 245.3906
381.6367 250.0781
389.4327 250.6523
390.4204 249.8867
390.1714 251.0000
355.1632 398.0508
351.0898 399.4922
365.2082 401.3008
367.6122 384.8086
382.3265 410.0195
440.7633 394.5156
212.2857 354.1523
423.0490 407.4688
441.3755 404.2500
127.8326 339.1953
227.6449 361.7188
389.4490 384.3047
275.4694 365.6875
350.3061 393.0039
363.0204 395.1094
357.7755 390.9922
449.7633 408.2930
443.4694 400.8750
351.1918 397.8203
435.5020 420.0742
347.0490 394.1875
354.5428 393.2578
382.7959 407.6328
333.4286 371.5234
368.2286 341.9102
356.3878 331.4570
395.5102 348.1641
318.2857 398.4766
552.7429 458.7656
557.2816 423.5000
556.4286 435.5625
545.8571 448.4531
553.4694 445.8164
571.6408 445.5625
560.2000 404.1719
559.9183 386.0078
570.0857 404.3984
573.2734 397.6172
591.5347 403.3281
593.0613 405.3203
597.7510 404.1563
601.1633 391.2500
596.9265 406.7813
615.2653 412.3906
611.7429 408.7617
623.1224 423.8867
648.1428 438.5156
625.1633 426.3633
633.6367 417.7344
598.5306 414.8125
584.9265 404.9375
585.9347 401.5156
474.7837 425.6719
476.2082 451.4766
259.5347 515.9219
183.0286 264.4766
523.9796 349.5469
487.4122 283.3945
528.7795 284.8438
548.8449 287.0313
422.1347 223.8555
316.4286 357.6719
284.6000 249.2813
409.9102 276.5742
291.9633 276.4492
253.7143 432.4102
217.1592 255.1641
253.7592 256.8828
497.7837 378.7383
493.9714 381.4531
505.6571 390.7422
377.7347 355.6016
416.5878 230.1797
421.4734 256.4375
430.7388 253.8750
352.1837 320.4063
405.2857 218.8438
431.0286 251.7539
444.8449 257.8984
453.1061 226.3164
445.9592 403.3047
406.5633 202.7969
294.6490 258.5547
305.3347 438.2344
304.1143 443.1367
307.3061 437.3359
303.4163 445.7422
298.4776 381.7305
328.7510 425.9688
268.1837 301.0117
304.3388 395.8438
284.0000 371.8047
433.6449 199.4336
440.0571 194.6250
451.1224 175.6133
448.8449 184.1563
447.0000 179.9297
426.2776 171.2500
421.0735 175.0469
415.0694 191.9805
407.9388 207.0313
430.5714 428.6563
422.9796 436.1211
319.7714 229.7500
337.8082 261.9023
324.8694 282.5469
332.4694 220.2344
343.1429 172.7266
386.5755 360.5078
413.2000 304.9141
411.5428 303.2188
369.2571 263.1719
363.8612 271.4688
351.6449 276.7109
348.0653 269.6719
316.4326 275.7148
245.4245 341.0977
208.8327 331.5313
201.1918 316.8125
305.0816 333.3359
242.0000 327.2422
246.4204 313.6250
315.2694 330.8906
248.8163 308.3477
252.5918 303.6563
249.2980 324.4375
383.1061 308.3984
386.0041 312.1250
234.4735 322.8789
346.6776 304.6797
349.3469 308.8750
231.8775 300.7500
279.0816 248.0313
282.7510 251.0430
263.4531 235.7305
419.9347 322.9297
420.3673 325.3594
356.3470 257.5781
361.2000 262.7188
359.9428 251.7813
342.9592 247.3125
344.7429 243.2969
332.7469 206.6406
287.8776 304.4922
293.7184 311.4883
323.2449 329.6289
352.3388 312.9023
440.7020 338.6680
276.3061 475.7734
355.3469 282.3359
455.1429 320.7969
383.1674 271.8672
474.0816 279.5547
399.0735 253.9102
486.4817 296.6875
477.0857 353.8125
444.8571 253.2813
566.1428 300.8203
575.3510 262.4961
599.8000 154.7734
548.5428 264.8516
259.2367 256.9102
311.9061 202.5469
452.7387 334.5000
465.8571 472.1250
459.6857 446.7969
469.8327 460.1797
466.3306 454.6563
466.6735 454.6563
450.5306 470.2500
458.2490 450.0977
456.5102 402.4766
341.5959 351.0156
430.0612 302.5469
498.9184 329.8750
503.1184 320.5781
528.9878 378.1641
149.6531 295.5078
381.6490 180.9375
504.0081 234.5000
475.6122 235.8750
513.0367 304.2969
574.9673 305.4297
174.8776 416.0938
349.2449 240.5000
441.2327 235.4453
386.8653 488.9375
179.0163 413.3125
180.0612 427.5508
499.5714 308.5313
255.8857 277.4648
526.2041 336.6250
637.2245 310.9102
381.7469 160.1563
310.2408 321.7188
322.8163 319.7773
556.8204 263.2148
448.5306 219.6719
630.1143 309.9531
450.2368 220.4609
302.3714 336.1172
297.2857 402.1836
448.9592 410.0469
426.9184 418.3672
504.9592 388.3359
505.5714 393.8438
128.9837 295.4375
334.9428 339.7188
541.7959 280.4844
461.1184 381.2578
350.9755 285.9297
428.0490 327.3398
325.6939 383.7813
204.4816 344.0391
280.3061 339.3984
217.0612 348.6250
283.3551 406.0039
313.2245 315.3945
344.6408 308.2500
576.3878 366.9609
298.4286 281.3125
600.1102 339.6367
603.6245 339.5273
520.3143 467.2578
680.7347 363.1250
716.2449 420.7344
195.9837 321.9922
487.4449 346.9258
504.2857 340.0000
494.3061 374.1250
419.5510 281.7539
413.3184 256.8281
399.9020 282.9375
382.3184 332.2188
360.5959 328.3984
368.1429 328.5391
365.8286 325.2109
398.2571 332.7852
393.9592 327.0156
365.5551 348.3984
372.6694 329.6250
394.7837 336.6250
455.8000 375.6094
534.5102 416.7109
498.2857 353.5938
501.3837 304.9766
535.9878 294.8125
557.5102 307.8047
341.5020 250.5000
590.1347 300.4297
150.2449 228.5469
187.4082 302.3633
132.4204 195.1719
145.0408 241.4609
328.2449 293.4922
603.0408 285.9727
190.5265 295.1875
136.4286 232.1641
360.7551 348.3633
367.0000 364.6250
368.2122 374.7813
367.0408 389.0039
560.6857 317.9297
638.1388 335.3477
624.0612 309.6250
119.0000 380.9531
151.1714 382.3125
431.0816 422.5820
238.4449 336.8438
261.2000 344.0703
415.7837 423.7148
290.4449 282.0469
664.2857 275.8750
675.4000 283.4453
467.9388 346.1250
472.2245 346.2969
411.9388 424.1484
417.3470 424.1055
486.0816 426.2031
546.3878 365.0117
559.1837 422.1797
525.4816 344.6250
512.9102 352.4688
469.2000 303.2656
463.3837 321.4063
520.6571 325.9688
314.5306 230.1563
134.0000 190.2305
473.2000 221.9141
370.3673 257.0547
366.4082 213.0000
371.2694 271.8867
376.7633 282.5000
370.3959 267.0000
369.9673 259.6250
639.9878 388.0898
348.9184 260.3242
348.8735 268.5469
349.9429 260.0625
360.4939 250.6016
373.7755 269.7344
442.3061 293.4922
448.2653 351.1328
491.2694 382.7188
396.1551 318.2031
395.0571 326.0625
406.1959 318.2266
408.5714 330.3672
340.4490 235.7695
322.0000 225.0352
608.9225 241.2148
542.6000 262.4336
465.0204 384.7383
468.0000 380.8633
554.9878 245.7305
468.7143 363.9727
456.2000 343.5781
475.2449 330.1250
459.8571 315.1563
516.7388 310.2539
467.5918 289.8672
455.7837 248.8828
462.8571 416.9531
328.0000 387.3359
283.6857 385.5703
348.8204 457.6563
466.9020 353.1133
558.5673 461.0938
582.8979 461.9375
593.7959 467.5703
601.9102 451.7383
610.8572 450.4023
616.2367 448.1445
645.0164 470.2500
535.5510 456.3086
569.9714 462.6875
579.1184 474.4688
424.0327 316.3359
384.4490 407.1055
285.1388 379.6406
310.9633 365.4883
387.7632 451.1133
367.9796 420.7109
238.8449 396.6250
267.4286 400.5430
543.0980 452.6406
313.4694 461.6445
228.0694 236.2813
596.0000 361.7500
404.9429 361.8438
626.8776 292.2031
333.6245 201.7500
408.1714 225.0469
435.6816 213.7969
404.3265 210.5586
383.2857 256.3906
561.4572 437.6211
368.4000 245.2031
402.7429 253.1953
162.2368 455.5547
303.1061 403.6563
436.3470 353.3828
447.6530 419.7422
414.6245 264.6953
453.4734 302.9063
379.2571 245.8438
528.7184 196.8281
459.4572 179.2734
384.5837 249.2188
173.7714 176.6953
672.8776 326.4688
429.5102 324.2266
434.8776 331.0000
456.7755 314.0000
418.8041 353.8984
313.6286 250.6602
322.1143 230.0469
508.8163 224.8672
343.3633 419.1250
509.9143 315.3750
514.5674 329.5664
510.1061 336.2266
414.7143 333.1875
427.9510 329.7500
431.8449 316.0039
465.0857 324.7188
468.9470 323.1250
171.0163 296.3594
108.3592 328.2656
101.8572 303.1172
113.0163 334.1914
109.7959 330.1484
152.0571 327.9023
140.5020 314.8047
210.5918 330.2344
499.8000 241.6875
534.0449 236.0859
527.6082 303.4531
521.4368 348.4375
310.8816 256.1484
302.4898 232.9727
311.5714 233.0273
307.0571 236.1523
381.5510 212.9531
390.0245 218.9609
421.7632 217.6445
432.0612 216.1094
421.2449 211.4688
492.8326 212.4336
539.5469 216.6992
538.0817 329.9688
307.8449 280.0781
545.1837 261.1406
526.5632 262.8672
568.1428 270.1719
591.0408 241.9531
554.2531 293.5156
600.6367 306.3125
540.7224 320.4375
548.7224 349.7188
487.5510 386.4336
333.7143 427.3750
278.6000 325.0781
327.5714 245.1641
356.6857 386.3438
368.2041 341.4219
119.0816 396.2344
158.0571 276.3750
281.9837 321.4219
171.4286 310.0625
602.9796 169.6563
601.8000 183.4766
600.2286 180.5234
228.4694 358.5000
246.9184 385.7578
698.1346 492.7656
242.4694 291.0195
631.0612 380.6406
503.9388 371.2852
505.2857 366.1445
508.4041 361.3516
463.2857 261.5234
265.2979 256.8398
724.7592 279.7734
650.4857 326.8984
613.0327 355.4844
572.4286 335.0352
563.6776 337.8516
561.9592 341.5391
572.8571 343.1719
575.2041 347.4805
576.7959 342.4492
567.9143 340.7109
582.2081 348.2656
166.3306 362.8438
460.9592 286.0703
376.9306 154.1250
371.8653 365.8594
322.2653 264.2109
266.9225 228.2344
422.0980 420.9844
502.9225 366.2656
474.4653 395.4219
642.2653 416.4375
507.9388 363.9453
168.9592 331.2227
486.8571 366.3477
475.6449 379.7500
504.8449 376.8906
508.1918 385.3984
470.1183 377.2734
460.8694 385.8516
445.7918 368.1250
451.7796 379.1250
553.3102 417.2031
454.8000 385.8867
449.2857 372.6836
546.1510 421.4844
528.3674 417.8555
528.9959 410.7148
438.8000 374.3320
429.0816 375.2539
428.5143 384.7461
431.7837 370.4844
424.9592 381.7070
623.6613 339.5469
612.0571 357.9375
535.7714 313.8984
445.8000 303.3086
604.3062 372.2969
552.8204 253.5313
331.2000 336.0977
283.3021 312.8281
245.4286 329.7930
236.4571 325.2500
353.2939 248.9844
347.3714 321.4688
364.0531 360.3750
387.4531 371.9180
204.5510 344.1406
235.6735 400.8047
662.0449 311.9844
161.6082 319.3047
224.5224 350.6172
544.8857 241.4141
647.3143 344.9570
645.5714 362.9844
226.6286 369.4961
684.8368 359.0391
518.4490 215.4609
442.1021 317.2344
564.8367 452.8750
523.5102 465.1250
452.6857 453.7266
329.9470 288.9336
363.2163 252.8281
372.7143 220.9297
370.1592 289.1328
349.6122 305.7109
550.4694 298.1328
340.9918 204.8203
372.1224 207.9219
395.4898 246.5859
426.0939 274.1484
547.2857 311.5273
476.9388 285.4961
445.4857 381.0000
436.6653 384.9922
422.3102 379.6797
234.7388 311.7500
352.5918 318.4219
354.9184 283.8906
371.2041 285.2500
356.2449 298.3750
647.0082 427.9297
549.1061 422.4258
433.4286 227.1719
489.9388 259.1406
615.6613 384.5234
566.0776 292.5547
440.4898 292.7969
175.1510 242.1875
717.7388 142.6523
560.9673 303.3750
328.2041 285.9453
662.2734 243.1328
527.6326 298.2617
542.0571 303.0703
625.5959 391.0195
558.7143 427.9492
442.5266 401.2852
424.8449 374.1250
425.3265 472.7188
229.4286 207.8125
219.3510 239.0508
365.0000 221.1406
358.0000 187.3984
357.6122 223.2344
361.1837 225.7500
365.2327 210.4844
361.6449 197.5508
415.4367 212.8125
263.3306 328.6953
397.7143 245.1719
389.6979 257.1563
387.8898 255.6406
576.6980 315.8594
610.2000 341.5938
573.7143 407.7813
114.9388 316.6484
183.7143 243.4180
387.4694 240.2305
378.3510 263.9492
345.4694 247.7500
341.0490 217.8672
354.6572 274.7773
340.2490 290.4453
279.7632 406.3477
420.2326 454.0703
429.4572 425.9922
253.4857 246.0234
248.0531 264.0000
235.1837 258.0547
225.9306 228.8789
216.5918 224.0820
466.3878 211.8125
460.4449 213.2344
209.8408 205.6523
385.4408 374.6406
381.6857 384.0703
453.2980 405.0117
435.6572 404.9258
451.2857 385.8438
429.6694 381.3281
446.5714 388.7031
474.6000 381.7617
422.1306 188.5313
538.0898 228.1680
531.2816 240.6953
392.1959 344.6563
515.8449 228.8438
338.8000 182.1055
389.9061 258.6055
466.0367 228.7539
339.6735 249.9180
432.7265 228.0000
461.5837 255.5625
440.6245 266.2578
435.0245 253.8633
167.9837 302.9922
171.4286 289.4375
324.2000 206.3984
312.9551 228.0313
267.1633 258.6563
614.8000 431.0000
611.8367 421.5039
613.7020 410.3516
605.0693 438.6406
609.3143 436.6016
607.4979 400.0000
616.2327 412.7500
630.3265 404.0625
630.1184 412.4609
614.6000 413.0469
612.1347 432.5000
266.3469 386.5742
198.7102 295.8242
209.4531 251.1367
228.4286 258.0156
224.3061 257.1250
215.7347 257.7656
626.1633 241.0898
599.3796 247.2656
542.2245 245.1641
497.4898 263.9180
470.6571 276.8750
552.9755 360.1758
354.3347 248.6836
622.6041 198.4102
573.8163 246.6875
591.2653 276.6563
607.4572 289.2695
309.7551 336.2500
437.9633 237.2930
317.2898 313.6250
449.7429 297.1328
319.8776 375.6211
346.7551 334.3789
449.9592 264.4180
336.1021 355.5039
376.3143 475.5703
216.7184 176.3711
200.2571 207.7656
180.3428 236.1641
429.6367 182.7500
474.6204 178.2031
469.2041 460.1875
477.2286 463.9531
435.7714 211.7891
435.9061 213.0938
410.6327 215.1914
392.2000 224.0547
402.4653 218.3594
421.4490 216.3008
425.0816 228.8750
423.6122 218.4375
426.1429 217.5156
413.8326 229.0625
427.7633 223.5625
412.9755 215.0234
547.4000 178.9766
559.2449 180.5742
556.4286 188.6172
561.1102 185.5273
551.8163 183.1641
541.8979 187.3398
550.7959 186.1953
478.6408 275.5000
407.1021 276.8750
195.5959 278.8906
427.1837 220.0000
256.3184 240.4219
214.4286 319.1094
63.2735 176.6250
170.0408 203.9883
302.7224 229.3125
271.4204 282.0195
53.5143 253.1953
43.3796 254.1875
55.3633 250.0000
101.9510 253.0625
130.7224 258.7813
185.2735 258.6484
527.5551 267.8125
221.7143 276.2969
268.1469 288.0859
260.8571 190.2500
658.5184 222.5938
677.5510 231.2813
410.1429 326.6797
619.6816 399.1055
415.1877 203.6094
428.6204 205.0977
477.9388 212.5938
564.5959 246.7500
462.6000 219.1953
474.0857 209.6797
227.9796 212.8750
218.3306 234.5898
222.5061 224.4375
212.7755 216.9375
218.0082 209.8164
238.7592 217.6094
235.8204 218.3438
234.5592 224.6797
574.2041 240.9844
233.0000 240.5781
518.8653 244.1172
493.7184 245.1719
494.7755 252.0156
327.5469 222.6641
319.4163 222.2383
349.4000 248.1250
318.0939 203.7109
312.9388 216.7227
261.4572 238.5625
306.7184 224.3867
538.2653 219.0000
540.1714 244.7578
528.3715 238.0664
522.6041 229.6563
319.1510 209.6875
570.4000 297.2031
441.4857 395.2500
402.6694 345.5781
233.5020 248.0234
379.3592 290.7344
261.3061 281.9141
296.8898 260.5781
328.1183 260.5000
521.5673 239.7813
484.4857 249.1641
454.8979 256.5859
462.7837 255.7461
448.0980 260.5625
449.3184 273.8047
445.3388 278.7813
480.2490 412.1719
699.9306 416.7109
388.3061 363.5000
695.3878 383.3125
333.3184 381.1055
237.3714 246.3789
398.1143 336.0352
292.1673 313.9609
261.1837 386.2070
287.6857 335.5156
310.2857 296.1523
324.4286 197.8906
253.1429 248.1406
257.8367 259.1367
229.5143 251.6875
222.4245 210.8320
221.0123 211.5078
202.3388 215.4297
392.3102 307.8789
346.7102 218.2109
341.6367 269.3594
340.6775 275.4063
350.3837 310.6484
346.7755 345.8281
341.1633 386.5352
335.0898 387.8516
338.1184 390.3281
340.6122 382.1992
341.7510 390.3359
344.3469 389.0859
339.5633 385.8359
334.7673 388.6875
362.4571 396.1250
445.3224 365.1875
300.1633 378.9375
181.9225 285.9688
212.3429 308.6094
209.1510 250.8906
165.6286 160.0156
530.0857 329.1250
391.8367 408.0586
459.3673 316.9063
381.7715 331.8438
381.1510 328.8047
342.7755 316.0703
403.4286 379.7969
411.6898 308.4688
408.7225 333.0313
435.7918 306.6563
424.2531 297.9844
459.2571 292.9648
447.4449 268.6719
558.9143 280.3125
591.5632 204.6406
597.5918 224.1641
593.7102 211.4805
614.1633 199.9453
613.2612 203.8984
358.6408 287.3750
537.2980 376.7969
535.1021 381.3711
534.4286 380.0000
533.7388 377.7500
534.1388 375.2930
534.4204 378.3672
535.6735 378.9961
539.6122 373.4453
534.6653 378.1641
531.8449 382.3516
532.2245 377.2500
535.4286 365.8711
534.7266 360.1797
533.2286 375.6250
534.6938 372.1406
532.5428 373.8750
538.2000 369.3750
535.9143 371.8125
535.4490 373.4844
535.7347 369.8867
540.7143 366.5430
542.5714 377.3906
538.6694 374.5547
537.8000 372.1719
490.0000 343.6641
490.9673 330.0859
495.1429 329.6406
527.3265 366.2813
456.8571 353.8438
413.4326 330.3438
405.8571 327.7969
406.2653 324.1992
403.0408 326.6250
400.3429 325.6250
402.6490 328.7891
398.6490 329.1719
409.0204 318.5313
407.1020 342.9805
413.8571 385.7344
413.4572 382.8750
407.7510 341.7891
412.9306 336.9688
407.3918 331.7070
413.0490 326.4375
411.2122 324.5391
410.4612 324.9922
407.8571 332.3281
413.9143 320.0859
411.2857 365.8906
409.2245 360.1836
441.7347 401.6250
443.9388 372.5664
414.4653 398.0156
414.9429 393.3594
432.1265 395.5703
431.2816 401.6484
425.0327 330.5781
420.9469 330.4297
408.7143 270.8906
456.0857 266.2969
419.3184 388.0625
422.4286 385.0742
423.3592 394.8438
423.6571 390.4961
395.4000 347.7148
396.7878 351.3828
398.1837 307.1250
400.9225 302.3750
397.5102 304.1719
397.5796 304.5313
401.8449 295.7969
396.5306 295.9336
399.6653 294.0625
401.9592 291.9531
411.7959 288.5898
401.6408 291.3164
410.1632 292.1172
402.5633 299.4141
417.4082 298.2500
415.1959 314.9609
415.0531 316.6250
420.2245 313.5234
421.7143 308.0000
421.6163 314.6406
417.8776 321.9141
412.2571 330.9922
419.5918 324.1250
418.7143 319.9844
440.5388 384.6563
444.5633 379.0000
207.8612 394.6563
585.1633 222.8516
531.2449 278.0469
665.1837 243.5625
623.6531 402.7031
638.3674 388.0703
633.0939 385.6211
581.7755 321.5664
535.8286 398.9297
441.7429 373.1250
475.3714 401.3672
524.7184 283.0000
398.3061 195.9609
255.1021 449.7656
258.8939 449.7969
424.7021 487.1328
395.3306 355.3203
418.5102 348.5234
610.4857 199.5703
589.6163 193.2344
431.7714 235.7813
430.6939 341.2656
457.6163 364.2539
647.7551 234.0547
636.4775 233.1250
390.1429 244.3438
392.8367 240.8359
626.3633 240.8281
634.2204 254.1445
365.8571 271.4844
523.1510 454.9141
536.7959 275.0078
635.1428 303.2578
563.8408 318.5273
590.2286 293.9844
599.6898 285.4531
614.5102 292.0977
622.4245 290.7930
605.7551 281.8047
602.5714 279.8125
618.4041 282.1875
634.6245 306.1094
582.9183 314.0469
289.1755 345.3086
294.0408 260.0742
292.4286 253.0547
336.4000 275.7188
395.2000 303.1406
398.2857 305.7344
493.4286 220.0078
459.0694 209.8750
188.6286 246.0625
477.9429 273.2813
211.3837 170.8750
182.0449 182.1406
175.8449 341.7148
208.8735 370.3750
223.7551 310.2813
347.6122 197.4609
466.4572 315.1641
449.9878 338.6328
422.0000 361.0000
413.3837 374.5469
424.0204 398.2813
398.0694 419.8203
400.8857 432.1875
478.7306 489.0156
380.2368 375.1641
449.7510 397.8281
381.0000 338.1719
385.3918 344.9961
383.7592 344.3438
375.2653 318.5625
354.0898 307.9063
380.5306 300.0273
395.3470 302.7383
360.7225 314.7578
349.3347 310.9375
360.4980 302.9961
268.1429 392.9141
406.6939 349.5469
425.1510 362.0156
461.0939 356.9883
229.5510 418.5234
338.4286 336.0078
383.8367 340.5234
448.4449 290.0742
489.5919 282.2773
519.3673 264.5156
268.2490 267.2500
286.0000 256.6797
611.1224 345.5703
322.1021 339.1094
285.2857 428.7813
424.0653 333.7773
306.1959 360.4531
304.9510 358.7500
347.9102 348.6172
191.7959 286.5625
221.4286 272.4453
249.1551 263.8008
220.2082 279.4219
510.9143 315.3750
301.2245 369.5469
298.6735 371.2813
298.2000 391.0430
281.9143 402.4063
260.2449 413.8438
280.2612 421.6758
278.4204 413.2656
276.1184 415.3984
268.8571 433.0859
274.8571 429.7656
516.6000 393.3438
597.1184 260.9570
343.4000 218.9219
333.0000 295.6211
339.9143 289.1250
141.5143 384.2188
310.8286 282.0000
316.5061 322.3281
323.4816 300.8477
329.4980 297.4141
325.5674 304.1250
549.5265 405.7813
227.6449 341.6094
199.6612 218.7656
399.1429 266.3750
186.8571 262.1563
367.4898 320.3984
381.6531 290.2109
160.8857 295.9805
199.3429 341.1953
357.8898 345.9531
335.5959 364.4688
293.1633 407.2422
83.5714 252.9531
95.0816 250.5234
464.8571 291.2188
471.5510 322.7578
495.1837 301.5820
529.2857 313.8359
522.2000 369.3867
489.0980 273.1680
482.4898 276.6719
493.2327 294.9141
492.3551 320.9219
582.8449 214.0000
332.8857 192.1602
528.1428 244.4375
282.2082 467.6563
443.0775 252.4219
580.3959 169.1250
514.9796 305.2344
574.2857 272.8555
144.1469 225.7500
509.0000 302.5586
365.9184 342.5469
386.5102 339.8828
316.2163 366.7852
369.7306 317.9297
392.4898 274.4570
379.0163 269.2188
377.4000 253.0391
376.6000 245.4688
401.5919 246.7500
225.5837 316.3086
250.9184 270.6406
490.0939 390.5156
489.8775 385.7500
465.7102 367.7500
481.8979 380.2188
579.2000 199.4844
585.0449 193.5000
584.4041 193.6484
331.8163 282.7188
289.4898 338.7070
214.4000 258.2578
278.5102 361.7500
237.3959 362.3672
349.7143 385.4063
349.2000 315.4297
396.0857 314.4063
379.6449 313.9531
392.1061 267.9844
